class,data,tag,spe_tag,caption,label,pred
Rainy,Rainy\frame1018.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1019.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame102.jpg,['car | tunnel | drive'],weather,a view of the inside of a subway tunnel,0,-1
Rainy,Rainy\frame1020.jpg,['rain | traffic | highway | road | car | drive | wet'],weather,the view of a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1021.jpg,['rain | traffic | highway | freeway | mountain | road | car | truck | drive | wet'],weather,the view of a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1022.jpg,['rain | traffic | highway | freeway | mountain | road | car | truck | drive | wet'],weather,the view of a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1023.jpg,['rain | traffic | highway | freeway | mountain | road | car | drive'],weather,the view of a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1024.jpg,['rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1025.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive | wet'],weather,a rainy day driving on a rainy day,0,0
Rainy,Rainy\frame1026.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1027.jpg,['rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1028.jpg,['rain | highway | mountain | road | car | drive | white | wet'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1029.jpg,['rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame103.jpg,['rain | traffic | highway | vehicle | bus | road | street | car | drive | wet'],weather,a view of a rainy day on a rainy day,0,0
Rainy,Rainy\frame1030.jpg,['rain | highway | mountain | road | car | drive | white | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1031.jpg,['rain | highway | freeway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1032.jpg,['rain | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1033.jpg,['rain | highway | freeway | mountain | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1034.jpg,['fog | rain | windshield | highway | freeway | vehicle | road | car | drive'],weather,a view of a car's dashboard during a foggy day,0,0
Rainy,Rainy\frame1035.jpg,['rain | windshield | highway | mountain | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1036.jpg,['rain | traffic | highway | freeway | vehicle | road | car | lane | truck | drive'],weather,a rainy day on the interstate,0,0
Rainy,Rainy\frame1037.jpg,['rain | highway | freeway | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1038.jpg,['rain | highway | freeway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1039.jpg,['rain | highway | freeway | mountain | road | car | truck | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame104.jpg,['car | tunnel | drive'],weather,a view of the inside of a subway tunnel,0,-1
Rainy,Rainy\frame1040.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1041.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1042.jpg,['fog | rain | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1043.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1044.jpg,['rain | highway | vehicle | mountain | road | car | drive'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1045.jpg,['rain | highway | road | car | drive'],weather,a view of a car's dashboard through a windshield wiper,0,0
Rainy,Rainy\frame1046.jpg,['rain | traffic | highway | vehicle | road | car | drive | wet'],weather,the view of a rainy day driving on a country road,0,0
Rainy,Rainy\frame1047.jpg,['rain | windshield | highway | vehicle | road | street | car | drive | wet'],weather,a view of a car's dashboard through a windshield wiper,0,0
Rainy,Rainy\frame1048.jpg,['rain | traffic | highway | freeway | vehicle | road | car | drive | travel | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1049.jpg,['rain | traffic | highway | freeway | road | car | drive | travel | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame105.jpg,['car | tunnel | drive'],weather,a view of the inside of a subway tunnel,0,-1
Rainy,Rainy\frame1050.jpg,['rain | highway | freeway | vehicle | road | car | drive | travel | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1051.jpg,['rain | highway | road | car | drive | travel | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1052.jpg,['fog | rain | windshield | highway | vehicle | road | car | drive | travel'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1053.jpg,['rain | windshield | highway | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1054.jpg,['rain | highway | vehicle | road | car | drive | green'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1055.jpg,['fog | rain | highway | vehicle | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1056.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1057.jpg,['fog | rain | highway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1058.jpg,['rain | windshield | traffic | highway | vehicle | road | car | drive'],weather,a view of a car's dashboard through a windshield wiper,0,0
Rainy,Rainy\frame1059.jpg,['fog | rain | highway | vehicle | road | car | drive | white'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame106.jpg,['car | tunnel | drive | travel'],weather,a view of the inside of a subway tunnel,0,-1
Rainy,Rainy\frame1060.jpg,['rain | highway | road | car | drive | white'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1061.jpg,['rain | highway | vehicle | road | car | drive | white | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1062.jpg,['rain | highway | mountain | road | car | drive | white | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1063.jpg,['rain | traffic | highway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1064.jpg,['fog | rain | highway | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1065.jpg,['fog | rain | highway | freeway | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1066.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1067.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1068.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1069.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a rainy day driving on a rainy day,0,0
Rainy,Rainy\frame107.jpg,['van | bus | car | tunnel | drive | travel'],weather,a view of the inside of a subway tunnel,0,-1
Rainy,Rainy\frame1070.jpg,['rain | highway | mountain | road | car | snow | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1071.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1072.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1073.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1074.jpg,['rain | windshield | highway | road | car | drive | white'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1075.jpg,['fog | rain | highway | road | car | drive | white | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1076.jpg,['fog | rain | highway | vehicle | road | car | drive | white | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1077.jpg,['rain | highway | road | car | drive | green | white | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1078.jpg,['traffic light | fog | rain | highway | light | road | car | drive | green | white | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1079.jpg,['fog | rain | highway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame108.jpg,['night | van | vehicle | picture | car | tunnel | truck | drive'],weather,a view of the inside of a car tunnel,0,-1
Rainy,Rainy\frame1080.jpg,['rain | traffic | highway | freeway | vehicle | road | car | truck | drive'],weather,a rainy day driving on a rainy day,0,0
Rainy,Rainy\frame1081.jpg,['fog | rain | highway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1082.jpg,['fog | rain | highway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1083.jpg,['fog | rain | highway | bus | road | car | drive | travel'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1084.jpg,['fog | rain | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1085.jpg,['fog | rain | highway | road | car | snow | drive'],weather,a view of a foggy driving on a snowy day,0,0
Rainy,Rainy\frame1086.jpg,['view mirror | rain | windshield | highway | car window | vehicle | road | forest | picture | car | window | tree | drive'],weather,a view of a car windshield through a car windshield,0,0
Rainy,Rainy\frame1087.jpg,['fog | rain | highway | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1088.jpg,['fog | rain | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1089.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame109.jpg,['van | vehicle | bus | car | tunnel | truck | drive | travel'],weather,a view of the inside of a subway tunnel,0,-1
Rainy,Rainy\frame1090.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1091.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a rainy day on a rainy day,0,0
Rainy,Rainy\frame1092.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1093.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1094.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1095.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1096.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1097.jpg,['fog | rain | highway | mountain | road | car'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1098.jpg,['fog | rain | highway | mountain | road | car'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1099.jpg,['fog | rain | highway | mountain | road | car'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame11.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame110.jpg,['car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel tunnel,0,-1
Rainy,Rainy\frame1100.jpg,['fog | rain | highway | mountain | road | car'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1101.jpg,['fog | rain | highway | mountain | road | car'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1102.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a rainy day driving on a rainy day,0,0
Rainy,Rainy\frame1103.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1104.jpg,['fog | rain | highway | mountain | road | car | drive | green'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1105.jpg,['rain | highway | van | mountain | road | car | drive | white'],weather,a view of a car's dashboard during a rainy day,0,0
Rainy,Rainy\frame1106.jpg,['rain | highway | van | vehicle | road | car | drive | white'],weather,a white minivan driving on a rainy day,0,0
Rainy,Rainy\frame1107.jpg,['rain | highway | van | mountain | road | car | drive | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1108.jpg,['fog | rain | highway | van | mountain | road | car | drive | white'],weather,driving on a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1109.jpg,['rain | highway | van | mountain | road | car | drive | white'],weather,driving on a foggy country road on a rainy day,0,0
Rainy,Rainy\frame111.jpg,['car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel tunnel,0,-1
Rainy,Rainy\frame1110.jpg,['fog | rain | highway | mountain | road | car | drive | white'],weather,driving on a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1111.jpg,['fog | rain | highway | mountain | road | car | drive | white'],weather,driving on a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1112.jpg,['fog | rain | highway | van | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1113.jpg,['night | traffic | highway | light | road | street | car | drive | dark'],weather,a night time view of driving in the dark,0,-1
Rainy,Rainy\frame1114.jpg,['rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1115.jpg,['rain | traffic | highway | freeway | vehicle | road | car | truck | drive'],weather,a view of a two lane highway during a rainy day,0,0
Rainy,Rainy\frame1116.jpg,['fog | rain | highway | van | mountain | road | car | drive | white'],weather,driving on a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1117.jpg,['fog | rain | highway | van | vehicle | mountain | road | car | drive | white | wet'],weather,driving on a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1118.jpg,['fog | rain | highway | freeway | van | vehicle | road | car | drive | white'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1119.jpg,['fog | rain | highway | van | vehicle | mountain | road | car | truck | drive | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame112.jpg,['car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel tunnel,0,-1
Rainy,Rainy\frame1120.jpg,['fog | rain | highway | van | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1121.jpg,['fog | rain | highway | van | mountain | road | car | truck | drive | travel | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1122.jpg,['fog | rain | highway | van | vehicle | mountain | road | car | truck | drive | travel | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1123.jpg,['fog | rain | highway | freeway | van | vehicle | mountain | road | car | truck | drive | travel'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1124.jpg,['fog | rain | highway | bus | mountain | road | car | truck | drive | travel'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1125.jpg,['fog | rain | highway | mountain | road | car | truck | drive | travel'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1126.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive | travel'],weather,a view of a rainy day on a rainy day,0,0
Rainy,Rainy\frame1127.jpg,['fog | rain | highway | freeway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1128.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1129.jpg,['fog | rain | windshield | highway | freeway | road | car | snow | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame113.jpg,['vehicle | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel tunnel,0,-1
Rainy,Rainy\frame1130.jpg,['fog | rain | windshield | highway | freeway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1131.jpg,['fog | rain | windshield | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1132.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1133.jpg,['rain | windshield | highway | mountain | sign | road | car | drive | wet'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1134.jpg,['rain | windshield | highway | sign | road | car | drive | green | wet'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1135.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1136.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1137.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1138.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1139.jpg,['fog | rain | windshield | highway | road | car | snow | drive'],weather,a view of a foggy driving on a snowy day,0,0
Rainy,Rainy\frame114.jpg,['rain | traffic | highway | road | car | drive | wet'],weather,a rainy day driving on a country road,0,0
Rainy,Rainy\frame1140.jpg,['fog | rain | highway | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1141.jpg,['fog | rain | highway | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1142.jpg,['fog | rain | highway | van | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1143.jpg,['fog | rain | highway | van | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1144.jpg,['rain | highway | van | bus | road | car | drive'],weather,a passenger bus that is driving on a rainy day,0,0
Rainy,Rainy\frame1145.jpg,['rain | highway | van | bus | road | car | drive'],weather,a passenger bus that is driving on a rainy day,0,0
Rainy,Rainy\frame1146.jpg,['fog | rain | highway | van | bus | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1147.jpg,['fog | rain | highway | van | vehicle | bus | road | car | drive | wet | black'],weather,a passenger bus that is driving on a foggy day,0,0
Rainy,Rainy\frame1148.jpg,['rain | windshield | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1149.jpg,['fog | rain | windshield | highway | vehicle | train | mountain | road | car | window | drive | travel'],weather,a view of a foggy country side,0,0
Rainy,Rainy\frame115.jpg,['rain | traffic | highway | vehicle | bus | road | street | car | drive | wet'],weather,a view of a rainy day on a rainy day,0,0
Rainy,Rainy\frame1150.jpg,['fog | rain | highway | van | vehicle | road | car | truck | drive | wet'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1151.jpg,['fog | rain | highway | vehicle | road | car | truck | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1152.jpg,['fog | rain | highway | vehicle | bus | road | car | truck | drive | travel'],weather,a foggy day on a rainy day,0,0
Rainy,Rainy\frame1153.jpg,['fog | rain | highway | freeway | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1154.jpg,['fog | rain | highway | road | car | truck | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1155.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1156.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1157.jpg,['fog | rain | windshield | highway | vehicle | mountain | road | car | truck | drive'],weather,a view of a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1158.jpg,['rain | windshield | highway | vehicle | mountain | road | car | truck | drive'],weather,a view of a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1159.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame116.jpg,['vehicle | car | tunnel | truck | drive | travel'],weather,a night time view of a tunnel tunnel,0,-1
Rainy,Rainy\frame1160.jpg,['rain | highway | mountain | road | car | truck | drive | wet'],weather,a view of a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1161.jpg,['fog | rain | highway | bus | mountain | road | car | drive | travel'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1162.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1163.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1164.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1165.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1166.jpg,['rain | windshield | highway | mountain | road | car | drive | wet'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1167.jpg,['rain | windshield | highway | mountain | road | car | window | snow'],weather,a view of a car windshield during a rainy day,0,0
Rainy,Rainy\frame1168.jpg,['rain | windshield | highway | vehicle | mountain | road | car | truck | drive'],weather,a view of a car's dashboard through a windshield wiper,0,0
Rainy,Rainy\frame1169.jpg,['rain | highway | mountain | road | car | snow | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame117.jpg,['light | car | tunnel | truck | drive | travel'],weather,a night time view of a highway tunnel,0,-1
Rainy,Rainy\frame1170.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1171.jpg,['fog | rain | windshield | highway | mountain | road | car | drive | green | wet'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1172.jpg,['traffic light | fog | rain | windshield | highway | mountain | road | car | drive | green | wet'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1173.jpg,['fog | rain | windshield | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1174.jpg,['rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1175.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1176.jpg,['fog | rain | windshield | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1177.jpg,['fog | rain | windshield | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1178.jpg,['fog | rain | windshield | highway | freeway | vehicle | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1179.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame118.jpg,['picture | car | tunnel | truck | drive | travel'],weather,a view of the inside of a subway tunnel,0,-1
Rainy,Rainy\frame1180.jpg,['fog | rain | windshield | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1181.jpg,['rain | traffic | highway | vehicle | bus | road | car | truck | drive | travel | wet'],weather,a rainy day driving on a rainy day,0,0
Rainy,Rainy\frame1182.jpg,['rain | windshield | highway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1183.jpg,['rain | windshield | highway | mountain | road | car | drive'],weather,a view of a highway sign on a foggy day,0,0
Rainy,Rainy\frame1184.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1185.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1186.jpg,['fog | rain | highway | mountain | road | car | snow | drive'],weather,a foggy drive on a rainy day,0,0
